rollout/ep_rew_mean,time/fps,time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/policy_gradient_loss,train/std,train/learning_rate,train/clip_fraction,train/n_updates,train/entropy_loss,train/loss,train/clip_range,train/approx_kl,train/explained_variance,train/value_loss
-72.4497299194336,677,26,1218.27,212992,314,-0.0072779056250510624,0.7702231407165527,0.0003,0.13121337890625,250,-4.650342730432749,0.0377107709646225,0.2,0.012368528,0.5001029372215271,0.2200719997228589
-66.2425308227539,691,27,1264.14,221184,319,-0.008762975273930352,0.7532780170440674,0.0003,0.13114013671875,260,-4.565312172472477,0.044292762875556946,0.2,0.011084439,0.8009280115365982,0.18626291282707824
-60.68196105957031,705,28,1264.14,229376,325,-0.00848867342392623,0.7423550486564636,0.0003,0.13406982421875,270,-4.4869901042431595,0.10445073992013931,0.2,0.012211527,0.7251592874526978,0.1870899047004059
-55.424110412597656,718,29,1325.64,237568,330,-0.007095299542379507,0.7274426221847534,0.0003,0.1243408203125,280,-4.42237973548472,0.10077506303787231,0.2,0.009579843,0.8226106464862823,0.22109735647100023
-46.6890983581543,731,30,1356.02,245760,336,-0.007586878486836213,0.7187044620513916,0.0003,0.1307861328125,290,-4.362366613000631,0.1745823323726654,0.2,0.0112629095,0.8255342990159988,0.25377241788664834
-41.06732940673828,743,31,1371.49,253952,341,-0.006608894438613788,0.7064557075500488,0.0003,0.11890869140625,300,-4.299091964960098,0.0729801282286644,0.2,0.010750273,0.830810010433197,0.2202704913855996
-34.383522033691406,755,32,1386.61,262144,346,-0.00528451257468987,0.6996987462043762,0.0003,0.11573486328125,310,-4.251748430728912,0.10509408265352249,0.2,0.010222953,0.7990307360887527,2.0570128084509633
-28.144479751586914,767,33,1417.49,270336,352,-0.008271105257881573,0.6866099834442139,0.0003,0.15146484375,320,-4.181261787191033,0.07938967645168304,0.2,0.012438783,0.732241690158844,0.27158617770764976
-17.820022583007812,778,34,1417.13,278528,357,-0.007618065901806403,0.6729675531387329,0.0003,0.1396240234375,330,-4.101388607174158,0.09979766607284546,0.2,0.010925591,0.8881459012627602,0.24193848613649607
-11.591535568237305,789,35,1432.51,286720,363,-0.004985568163465359,0.6645493507385254,0.0003,0.12869873046875,340,-4.049304251372814,0.1986113041639328,0.2,0.01208044,0.9320870563387871,0.576809426525142
-4.23953104019165,800,36,1447.45,294912,368,-0.008696223278093385,0.6546996831893921,0.0003,0.1550048828125,350,-3.9839845852926374,0.09342347085475922,0.2,0.012822043,0.9012361317873001,0.24156841133954005
6.673941135406494,810,37,1463.7,303104,373,-0.0030528437303473767,0.6470075845718384,0.0003,0.13814697265625,360,-3.9400781113654375,0.23181307315826416,0.2,0.013194971,0.8428351581096649,6.405328732193448
12.623957633972168,820,38,1417.71,311296,379,-0.0015677091008910794,0.6421008110046387,0.0003,0.15550537109375,370,-3.8985367288812993,0.14451086521148682,0.2,0.016021278,0.9349761605262756,1.5158555543748662
20.246261596679688,828,39,1427.1,319488,385,-0.002865095935703721,0.6357553601264954,0.0003,0.1343994140625,380,-3.875266703031957,2.3581626415252686,0.2,0.014741229,0.8603502959012985,7.112455384759232
26.15923309326172,834,40,1429.45,327680,392,-0.0013040806685239658,0.6279128193855286,0.0003,0.1705810546875,390,-3.8171164751052857,0.860188364982605,0.2,0.0118220225,0.9358633011579514,1.5225493188831023
35.78099822998047,842,41,1429.45,335872,398,-0.002302038259767869,0.6250201463699341,0.0003,0.14993896484375,400,-3.7904344733804463,5.122400760650635,0.2,0.011557804,0.9266557395458221,5.441455083014444
43.46278381347656,849,42,1419.32,344064,404,-0.0030978771003901786,0.616952121257782,0.0003,0.1706787109375,410,-3.749547326937318,0.2707483768463135,0.2,0.015197918,0.3939153552055359,1.1224131052382291
47.568721771240234,855,43,1391.41,352256,411,-0.0035451053892757043,0.6087158918380737,0.0003,0.16031494140625,420,-3.6918030325323343,0.3568525016307831,0.2,0.013630547,0.9369527027010918,2.8217398541397416
51.812339782714844,862,44,1369.29,360448,417,-0.0019896449153748107,0.604234516620636,0.0003,0.15787353515625,430,-3.661274636909366,0.3395608067512512,0.2,0.013857015,0.7308635413646698,4.051642786967568
61.099185943603516,870,45,1369.29,368640,423,-0.003389974290257669,0.5988584160804749,0.0003,0.136181640625,440,-3.6167661003768443,1.1599509716033936,0.2,0.01366683,0.8725547194480896,7.898100271355361
64.31611633300781,879,46,1352.29,376832,428,-0.00033205677282239777,0.5923312306404114,0.0003,0.1874755859375,450,-3.5706912226974965,0.4152992069721222,0.2,0.013890994,0.32562536001205444,1.3756092770956456
66.07917785644531,886,47,1346.84,385024,434,-0.002140425106517796,0.5849772691726685,0.0003,0.1815185546875,460,-3.518516758084297,0.2824455201625824,0.2,0.01406511,0.9229453131556511,3.511330983473454
74.64125061035156,892,48,1376.05,393216,440,-0.00036766029152204285,0.5784809589385986,0.0003,0.182080078125,470,-3.4791632555425167,0.13745354115962982,0.2,0.013048766,0.9349273517727852,4.888678483606782
80.17211151123047,897,49,1369.48,401408,447,-0.000936991185790248,0.5751146674156189,0.0003,0.1710205078125,480,-3.44452343583107,0.6066123247146606,0.2,0.015144711,0.9363268688321114,5.7032288171583785
81.30260467529297,904,50,1346.62,409600,452,-0.0013277435942654846,0.5760037899017334,0.0003,0.1749755859375,490,-3.438041559793055,12.29932975769043,0.2,0.017629089,0.9143571630120277,7.214714327012189
83.2445297241211,912,51,1331.97,417792,458,-0.002289737653336488,0.571898877620697,0.0003,0.1989501953125,500,-3.4219701176509263,1.4275659322738647,0.2,0.015037907,0.906376488506794,6.47888744911179
85.84457397460938,919,52,1327.1,425984,463,-7.565141713712364e-05,0.5628161430358887,0.0003,0.192578125,510,-3.362947784550488,0.6084061861038208,0.2,0.013420673,0.8957067355513573,4.425653869123198
89.06542205810547,926,53,1326.75,434176,468,-0.0036682310599644554,0.5601078271865845,0.0003,0.1306396484375,520,-3.332240718603134,1.009547472000122,0.2,0.012817511,0.9469126686453819,7.925677158683539
89.96919250488281,932,54,1308.52,442368,474,-0.00022302131656033454,0.5508785247802734,0.0003,0.21756591796875,530,-3.27591247074306,0.19983845949172974,0.2,0.014626931,0.9225591197609901,3.774158527189866
98.23377227783203,939,55,1336.4,450560,479,-0.0013529022995498962,0.5497093796730042,0.0003,0.16962890625,540,-3.2519236374646425,0.5986654758453369,0.2,0.012756308,0.9198238924145699,7.113338776817545
100.26053619384766,946,56,1319.98,458752,484,-0.0016770659670328314,0.5463324189186096,0.0003,0.17642822265625,550,-3.2283328521996735,3.002267360687256,0.2,0.015649505,0.9278959482908249,5.825706351571716
99.98648071289062,952,57,1305.14,466944,490,-0.002963750836897816,0.543448805809021,0.0003,0.20050048828125,560,-3.2087191004306077,2.083704710006714,0.2,0.01579546,0.8969327360391617,5.403007268416696
102.50809478759766,958,58,1308.63,475136,495,-0.0023045272866511366,0.5374221205711365,0.0003,0.2119873046875,570,-3.1756053429096935,0.35313066840171814,0.2,0.015794072,0.9365443959832191,3.3853164300555365
109.65777587890625,964,59,1336.54,483328,501,-0.002819239439122612,0.5321968793869019,0.0003,0.17012939453125,580,-3.1430800734087825,2.418037176132202,0.2,0.017540514,0.9429812431335449,5.709796037664637
115.5118179321289,970,60,1351.86,491520,506,-0.0014586935327315586,0.5270363092422485,0.0003,0.2104248046875,590,-3.0842043980956078,0.1955110877752304,0.2,0.015213609,0.7126637101173401,1.0587537457002327
113.99163818359375,976,61,1328.85,499712,511,-0.0038302818838928943,0.5165162086486816,0.0003,0.1792724609375,600,-3.018862714059651,0.35755038261413574,0.2,0.014758979,0.820080503821373,0.8466406928142532
116.73893737792969,982,62,1315.76,507904,517,-0.005363408260927826,0.5136055946350098,0.0003,0.16767578125,610,-2.9858576014637945,0.9364648461341858,0.2,0.0132122245,0.9454293325543404,2.4911788841709495
